Name,Rank,Industry,Headquarters_State,Revenues,year
"Health Management Associates, Inc.",443,Health Care: Medical Facilities,FL,"468,730",2010
NYSE Euronext,444,Securities,NY,"468,700",2010
"St. Jude Medical, Inc.",445,Medical Products and Equipment,MN,"468,130",2010
Tenneco Inc.,446,Motor Vehicles and Parts,IL,"464,900",2010
El Paso Corporation,447,Pipelines,TX,"463,100",2010
"WESCO International, Inc.",448,Wholesalers: Diversified,PA,"462,400",2010
"Consol Energy, Inc.",449,"Mining, Crude-Oil Production",PA,"462,190",2010
"ArvinMeritor, Inc.",450,Motor Vehicles and Parts,MI,"461,700",2010
NCR Corporation,451,"Computers, Office Equipment",GA,"461,200",2010
Unisys Corporation,452,Information Technology Services,PA,"459,770",2010
The Lubrizol Corporation,453,Chemicals,OH,"458,630",2010
Alliant Techsystems Inc.,454,Aerospace and Defense,MN,"458,320",2010
The Washington Post Company,455,Education,DC,"456,970",2010
Las Vegas Sands Corp.,456,"Hotels, Casinos, Resorts",NV,"456,310",2010
"Group 1 Automotive, Inc.",457,"Automotive Retailing, Services",TX,"452,570",2010
Genzyme Corporation,458,Pharmaceuticals,MA,"451,550",2010
"Allergan, Inc.",459,Pharmaceuticals,CA,"450,360",2010
Broadcom Corporation,460,Semiconductors and Other Electronic Components,CA,"449,030",2010
"Agilent Technologies, Inc.",461,"Scientific,Photographic and Control Equipment",CA,"448,100",2010
"Rockwell Collins, Inc.",462,Aerospace and Defense,IA,"447,000",2010
W.R. Berkley Corporation,463,Insurance: Property and Casualty (Stock),CT,"443,120",2010
"PepsiAmericas, Inc.",464,Beverages,MN,"442,130",2010
The Charles Schwab Corporation,465,Securities,CA,"441,400",2010
"Dick's Sporting Goods, Inc.",466,Specialty Retailers,PA,"441,280",2010
"FMC Technologies, Inc.",467,"Oil and Gas Equipment, Services",TX,"440,540",2010
"NII Holdings, Inc.",468,Telecommunications,VA,"439,760",2010
General Cable Corporation,469,"Electronics, Electrical Equip.",KY,"438,520",2010
"Graybar Electric Company, Inc.",470,Wholesalers: Diversified,MO,"437,790",2010
Biogen Idec Inc.,471,Pharmaceuticals,MA,"437,730",2010
AbitibiBowater Inc.,472,Forest and Paper Products,SC,"436,600",2010
Flowserve Corporation,473,Industrial Machinery,TX,"436,530",2010
"Airgas, Inc.",474,Wholesalers: Diversified,PA,"434,950",2010
"Conseco, Inc.",475,"Insurance: Life, Health (stock)",IN,"434,140",2010
Rockwell Automation Inc.,476,"Electronics, Electrical Equip.",WI,"433,250",2010
"Kindred Healthcare, Inc.",477,Health Care: Medical Facilities,KY,"432,630",2010
"American Financial Group, Inc.",478,Insurance: Property and Casualty (Stock),OH,"432,060",2010
"Kelly Services, Inc.",479,Temporary Help,MI,"431,480",2010
"Spectrum Group International, Inc.",480,zMiscellaneous,CA,"429,330",2010
RadioShack Corporation,481,Specialty Retailers,TX,"427,600",2010
"CA, Inc.",482,Computer Software,NY,"427,100",2010
Con-way Incorporated,483,Transportation and Logistics,CA,"426,920",2010
Erie Insurance Group,484,Insurance: Property and Casualty (Stock),PA,"425,540",2010
"Casey's General Stores, Inc.",485,Specialty Retailers,IA,"425,150",2010
Centene Corporation,486,Health Care: Insurance and Managed Care,MO,"424,800",2010
Sealed Air Corporation,487,"Packaging, Containers",NJ,"424,280",2010
Frontier Oil Corporation,488,Petroleum Refining,TX,"423,720",2010
SCANA Corporation,489,Utilities: Gas and Electric,SC,"423,700",2010
"Live Nation Entertainment, Inc.",490,Entertainment,CA,"423,200",2010
Fiserv Inc.,491,Financial Data Services,WI,"422,400",2010
"Host Hotels & Resorts, Inc.",492,"Hotels, Casinos, Resorts",MD,"421,600",2010
"H&R Block, Inc.",493,Diversified Financials,MO,"421,340",2010
"Electronic Arts, Inc.",494,Computer Software,CA,"421,200",2010
"Franklin Resources, Inc.",495,Securities,CA,"419,410",2010
Wisconsin Energy Corporation,496,Utilities: Gas and Electric,WI,"419,320",2010
Northern Trust Corporation,497,Commercial Banks,IL,"419,310",2010
"MDU Resources Group, Inc.",498,"Mining, Crude-Oil Production",ND,"417,650",2010
"CB Richard Ellis Group, Inc.",499,Real estate,CA,"416,580",2010
Blockbuster Inc.,500,Specialty Retailers,TX,"416,180",2010
BJ Services Company,501,"Oil and Gas Equipment, Services",TX,"415,190",2010
"Insight Enterprises, Inc.",502,Wholesalers: Electronics and Office Equipment,AZ,"413,690",2010
Levi Strauss & Co.,503,Apparel,CA,"410,580",2010
Graphic Packaging Holding Company,504,"Packaging, Containers",GA,"409,580",2010
Targa Resources Partners LP,505,Pipelines,TX,"409,560",2010
"Zimmer Holdings, Inc.",506,Medical Products and Equipment,IN,"409,540",2010
"Expeditors International of Washington, Inc.",507,Transportation and Logistics,WA,"409,230",2010
"PulteGroup, Inc.",508,Homebuilders,MI,"408,440",2010
Ruddick Corporation,509,Food and Drug Stores,NC,"407,780",2010
AK Steel Holding Corporation,510,Metals,OH,"407,680",2010
"Hasbro, Inc.",511,"Toys, Sporting Goods",RI,"406,790",2010
"Unified Grocers, Inc.",512,Wholesalers: Food and Grocery,CA,"405,070",2010
"Hexion Specialty Chemicals, Inc.",513,Chemicals,OH,"403,000",2010
"Energizer Holdings, Inc.",514,Household and Personal Products,MO,"399,980",2010
"CIT Group, Inc.",515,Commercial Banks,NY,"398,480",2010
"Apollo Group, Inc.",516,Education,AZ,"397,420",2010
BorgWarner Inc.,517,Motor Vehicles and Parts,MI,"396,180",2010
"Steel Dynamics, Inc.",518,Metals,IN,"395,880",2010
Realogy Corporation,519,Real estate,NJ,"393,200",2010
"Forest Laboratories, Inc.",520,Pharmaceuticals,NY,"392,280",2010
Del Monte Foods Company,521,Food Consumer Products,CA,"391,080",2010
Cincinnati Financial Corporation,522,Insurance: Property and Casualty (Stock),OH,"390,300",2010
"Ralcorp Holdings, Inc.",523,Food Consumer Products,MO,"389,190",2010
Hanesbrands Inc.,524,Apparel,NC,"389,130",2010
"Michaels Stores, Inc.",525,Specialty Retailers,TX,"388,800",2010
"Lexmark International, Inc.",526,Computer Peripherals,KY,"387,990",2010
"Hospira, Inc.",527,Pharmaceuticals,IL,"387,930",2010
"RRI Energy, Inc.",528,Energy,TX,"386,280",2010
NuStar Energy L.P.,529,Pipelines,TX,"385,590",2010
Centex Corporation,530,Homebuilders,TX,"382,650",2010
Old Republic International Corporation,531,Insurance: Property and Casualty (Stock),IL,"380,360",2010
"Asbury Automotive Group, Inc.",532,"Automotive Retailing, Services",GA,"379,740",2010
"Fidelity National Information Services, Inc.",533,Financial Data Services,FL,"379,030",2010
"The Manitowoc Company, Inc.",534,Construction and Farm Machinery,WI,"378,260",2010
"Simon Property Group, Inc.",535,Real estate,IN,"377,520",2010
Cintas Corp.,536,Diversified Outsourcing Services,OH,"377,470",2010
M&T Bank Corporation,537,Commercial Banks,NY,"377,330",2010
Stater Bros. Holdings Inc.,538,Food and Drug Stores,CA,"376,600",2010
"Level 3 Communications, Inc.",539,Telecommunications,CO,"376,200",2010
The J.M. Smucker Company,540,Food Consumer Products,OH,"375,790",2010
Wyndham Worldwide Corporation,541,"Hotels, Casinos, Resorts",NJ,"375,000",2010
Nalco Holding Company,542,Chemicals,IL,"374,680",2010
Stanley Black & Decker,543,Household and Personal Products,CT,"373,710",2010
"Lorillard, Inc.",544,Tobacco,NC,"368,600",2010
Factory Mutual Insurance Company,545,Insurance: Property and Casualty (Stock),RI,"367,580",2010
"Corn Products International, Inc.",546,Food Production,IL,"367,200",2010
"Molina Healthcare, Inc.",547,Health Care: Insurance and Managed Care,CA,"366,940",2010
"D.R. Horton, Inc.",548,Homebuilders,TX,"365,760",2010
"Constellation Brands, Inc.",549,Beverages,NY,"365,460",2010
"Neiman Marcus, Inc.",550,Specialty Retailers,TX,"364,330",2010
"Brinker International, Inc.",551,Food Services,TX,"362,060",2010
Seaboard Corporation,552,Food Production,KS,"360,130",2010
Joy Global Inc.,553,Construction and Farm Machinery,WI,"359,830",2010
Sonoco Products Company,554,"Packaging, Containers",SC,"359,730",2010
"The Jones Financial Companies,L.L.L.P.",555,Securities,MO,"359,060",2010
"NV Energy, Inc.",556,Utilities: Gas and Electric,NV,"358,580",2010
"Wendy's/Arby's Group, Inc.",557,Food Services,GA,"358,080",2010
Temple-Inland Inc.,558,"Packaging, Containers",TX,"357,700",2010
"Burlington Coat Factory Investments Holdings, Inc.",559,Specialty Retailers,NJ,"357,140",2010
SanDisk Corporation,560,Semiconductors and Other Electronic Components,CA,"356,680",2010
"VWR Funding, Inc.",561,Wholesalers: Diversified,PA,"356,120",2010
The Timken Company,562,Industrial Machinery,OH,"354,840",2010
"Discovery Communications, Inc.",563,Entertainment,MD,"351,600",2010
"Bemis Company, Inc.",564,"Packaging, Containers",WI,"351,460",2010
"US Oncology Holdings, Inc.",565,Health Care: Pharmacy and Other Services,TX,"351,170",2010
"ABM Industries, Incorporated",566,Diversified Outsourcing Services,NY,"348,220",2010
"MetroPCS Communications, Inc.",567,Telecommunications,TX,"348,050",2010
"Chiquita Brands International, Inc.",568,Food Production,OH,"347,040",2010
"United Natural Foods, Inc.",569,Wholesalers: Food and Grocery,RI,"345,490",2010
Alliant Energy Corporation,570,Utilities: Gas and Electric,WI,"343,280",2010
Allegheny Energy Inc.,571,Utilities: Gas and Electric,PA,"342,680",2010
"Annaly Capital Management, Inc.",572,Diversified Financials,NY,"342,380",2010
"The Nasdaq OMX Group, Inc.",573,Securities,NY,"340,900",2010
"NetApp, Inc.",574,Computer Peripherals,CA,"340,640",2010
"Alaska Air Group, Inc.",575,Airlines,WA,"339,980",2010
Marshall & Ilsley Corporation,576,Commercial Banks,WI,"338,350",2010
"RPM International, Inc.",577,Chemicals,OH,"336,820",2010
Pactiv Corporation,578,"Packaging, Containers",IL,"336,000",2010
"Legg Mason, Inc.",579,Securities,MD,"335,740",2010
"Belk, Inc.",580,"Home Equipment, Furnishings",NC,"334,630",2010
Hyatt Hotels Corporation,581,"Hotels, Casinos, Resorts",IL,"333,200",2010
"Puget Energy, Inc.",582,Utilities: Gas and Electric,WA,"332,890",2010
"Jones Apparel Group, Inc.",583,Apparel,NY,"332,740",2010
NVIDIA Corporation,584,Semiconductors and Other Electronic Components,CA,"332,640",2010
Exide Technologies,585,Motor Vehicles and Parts,GA,"332,230",2010
Zions Bancorporation,586,Commercial Banks,UT,"331,940",2010
"Quanta Services, Inc.",587,"Engineering, Construction",TX,"331,810",2010
"Juniper Networks, Inc.",588,Network and Other Communications Equipment,CA,"331,590",2010
"TECO Energy, Inc.",589,Utilities: Gas and Electric,FL,"331,050",2010
Pinnacle West Capital Corporation,590,Utilities: Gas and Electric,AZ,"331,010",2010
"Collective Brands, Inc.",591,Specialty Retailers,KS,"330,790",2010
JetBlue Airways Corporation,592,Airlines,NY,"328,600",2010
Life Technologies Corporation,593,"Scientific,Photographic and Control Equipment",CA,"328,030",2010
Cognizant Technology Solutions Corporation,594,Information Technology Services,NJ,"327,870",2010
"Beckman Coulter, Inc.",595,Medical Products and Equipment,CA,"326,060",2010
"Ingles Markets, Incorporated",596,Food and Drug Stores,NC,"325,090",2010
Huntington Bancshares Incorporated,597,Commercial Banks,OH,"324,380",2010
The ServiceMaster Company,598,Diversified Outsourcing Services,TN,"324,010",2010
Country Insurance & Financial Services,599,Insurance: Property and Casualty (Mutual),IL,"323,790",2010
USG Corporation,600,"Building Materials, Glass",IL,"323,500",2010
"Coach, Inc.",601,Apparel,NY,"323,050",2010
Torchmark Corporation,602,"Insurance: Life, Health (stock)",TX,"322,240",2010
"Brightpoint, Inc",603,Wholesalers: Electronics and Office Equipment,IN,"321,150",2010
Tractor Supply Company,604,Specialty Retailers,TN,"320,690",2010
"J.B. Hunt Transport Services, Inc.",605,"Trucking, Truck Leasing",AR,"320,330",2010
"Vanguard Health Systems, Inc.",606,Health Care: Medical Facilities,TN,"320,140",2010
"McCormick & Company, Incorporated",607,Food Consumer Products,MD,"319,210",2010
Berry Plastics Corporation,608,"Packaging, Containers",IN,"318,710",2010
Steelcase Inc.,609,"Home Equipment, Furnishings",MI,"318,370",2010
"Intuit, Inc.",610,Computer Software,CA,"318,250",2010
Warner Music Group Corp.,611,Entertainment,NY,"317,600",2010
"Securian Financial Group, Inc.",612,"Insurance: Life, Health (stock)",MN,"317,370",2010
NSTAR,613,Utilities: Gas and Electric,MA,"316,690",2010
Systemax Inc.,614,Specialty Retailers,NY,"316,600",2010
Comerica Incorporated,615,Commercial Banks,TX,"315,500",2010
"Ambac Financial Group, Inc.",616,Insurance: Property and Casualty (Stock),NY,"314,240",2010
Scotts Miracle-Gro Co.,617,Chemicals,OH,"314,150",2010
"CVR Energy, Inc.",618,Petroleum Refining,TX,"313,630",2010
"General Growth Properties, Inc.",619,Real estate,IL,"313,580",2010
The Brink's Company,620,Diversified Outsourcing Services,VA,"313,500",2010
"Leggett & Platt, Incorporated",621,"Home Equipment, Furnishings",MO,"312,230",2010
Mercury General Corporation,622,Insurance: Property and Casualty (Stock),CA,"312,150",2010
Lennar Corporation,623,Homebuilders,FL,"311,940",2010
"Diversey Holdings, Inc.",624,zMiscellaneous,WI,"311,090",2010
NewPage Holding Corporation,625,Forest and Paper Products,OH,"310,600",2010
"Williams-Sonoma, Inc.",626,Specialty Retailers,CA,"310,270",2010
DynCorp International Inc.,627,Aerospace and Defense,VA,"310,110",2010
National Life Group,628,"Insurance: Life, Health (Mutual)",VT,"309,710",2010
"Patterson Companies, Inc.",629,Wholesalers: Health Care,MN,"309,420",2010
"Hewitt Associates, Inc.",630,Diversified Outsourcing Services,IL,"307,360",2010
Protective Life Corporation,631,"Insurance: Life, Health (stock)",AL,"306,800",2010
Silgan Holdings Inc.,632,"Packaging, Containers",CT,"306,680",2010
Allegheny Technologies Inc.,633,Metals,PA,"305,490",2010
"Wynn Resorts, Limited",634,"Hotels, Casinos, Resorts",NV,"304,560",2010
Questar Corporation,635,Energy,UT,"303,800",2010
Robert Half International Inc.,636,Temporary Help,CA,"303,650",2010
"The Bon-Ton Stores, Inc.",637,General Merchandisers,PA,"303,490",2010
PHH Corporation,638,"Automotive Retailing, Services",NJ,"303,300",2010
Molson Coors Brewing Company,639,Beverages,CO,"303,240",2010
"The Andersons, Inc.",640,Wholesalers: Diversified,OH,"302,530",2010
"CommScope, Incorporated",641,Network and Other Communications Equipment,NC,"302,490",2010
"Bell Microproducts, Inc.",642,Wholesalers: Electronics and Office Equipment,CA,"302,120",2010
Susser Holdings Corporation,643,Specialty Retailers,TX,"301,540",2010
Iron Mountain Incorporated,644,Diversified Outsourcing Services,MA,"301,360",2010
"Liz Claiborne, Inc.",645,Apparel,NY,"301,250",2010
"Aleris International, Inc.",646,Metals,OH,"299,670",2010
Windstream Corporation,647,Telecommunications,AR,"299,660",2010
Harsco Corporation,648,Industrial Machinery,PA,"299,060",2010
"American Eagle Outfitters, Inc.",649,Specialty Retailers,PA,"299,050",2010
"LifePoint Hospitals, Inc.",650,Health Care: Medical Facilities,TN,"297,980",2010
Abercrombie & Fitch Co.,651,Specialty Retailers,OH,"297,700",2010
"Hudson City Bancorp, Inc.",652,Savings Institutions,NJ,"297,540",2010
"Rockwood Holdings, Inc.",653,Chemicals,NJ,"296,290",2010
"Expedia, Inc.",654,Internet Services and Retailing,WA,"295,540",2010
MBIA Inc.,655,Insurance: Property and Casualty (Stock),NY,"295,400",2010
American National Insurance Company,656,"Insurance: Life, Health (stock)",TX,"294,980",2010
Adobe Systems Incorporated,657,Computer Software,CA,"294,590",2010
"Unitrin, Inc.",658,Insurance: Property and Casualty (Stock),IL,"293,340",2010
"Catalyst Health Solutions, Inc.",659,Health Care: Pharmacy and Other Services,MD,"289,440",2010
Regal Entertainment Group,660,Entertainment,TN,"289,390",2010
"Harman International Industries, Inc.",661,"Electronics, Electrical Equip.",CT,"289,100",2010
The Valspar Corporation,662,Chemicals,MN,"287,900",2010
Lennox International Inc.,663,Industrial Machinery,TX,"287,360",2010
OGE Energy Corp,664,Pipelines,OK,"286,970",2010
"The Hanover Insurance Group, Inc.",665,Insurance: Property and Casualty (Stock),MA,"283,410",2010
Convergys Corporation,666,Diversified Outsourcing Services,OH,"282,720",2010
FMC Corporation,667,Chemicals,PA,"282,620",2010
W.R. Grace & Co.,668,Chemicals,MD,"282,500",2010
"Borders Group, Inc.",669,Specialty Retailers,MI,"282,390",2010
Amphenol Corporation,670,"Electronics, Electrical Equip.",CT,"282,010",2010
Rock-Tenn Company,671,"Packaging, Containers",GA,"281,230",2010
"Watson Pharmaceuticals, Inc.",672,Pharmaceuticals,CA,"279,300",2010
"Greif, Inc.",673,"Packaging, Containers",OH,"279,220",2010
Cytec Industries Inc.,674,Chemicals,NJ,"278,950",2010
E*Trade Financial Corporation,675,Securities,NY,"278,900",2010
"Exterran Holdings, Inc.",676,"Oil and Gas Equipment, Services",TX,"278,470",2010
"Armstrong World Industries, Inc.",677,"Building Materials, Glass",PA,"278,000",2010
Cooper Tire & Rubber Company,678,Motor Vehicles and Parts,OH,"277,900",2010
Brunswick Corporation,679,Transportation Equipment,IL,"277,610",2010
"StanCorp Financial Group, Inc.",680,"Insurance: Life, Health (stock)",OR,"277,000",2010
"NVR, Inc.",681,Homebuilders,VA,"275,620",2010
Vornado Realty Trust,682,Real estate,NY,"275,240",2010
"Popular, Inc.",683,Commercial Banks,PR,"275,240",2010
"Rent-A-Center, Inc.",684,Specialty Retailers,TX,"275,200",2010
"HSN, Inc.",685,Specialty Retailers,FL,"274,960",2010
LPL Investment Holdings Inc.,686,Securities,MA,"274,950",2010
Jack in the Box Inc.,687,Food Services,CA,"274,330",2010
"Diebold, Incorporated",688,"Computers, Office Equipment",OH,"274,150",2010
"CACI International, Inc.",689,Information Technology Services,VA,"273,020",2010
Tiffany & Co.,690,Specialty Retailers,NY,"272,290",2010
"WGL Holdings, Inc.",691,Utilities: Gas and Electric,DC,"270,690",2010
CUNA Mutual Insurance Society,692,"Insurance: Life, Health (stock)",WI,"269,500",2010
"Pentair, Inc.",693,Industrial Machinery,MN,"269,250",2010
Massey Energy Company,694,"Mining, Crude-Oil Production",VA,"269,120",2010
Vulcan Materials Company,695,"Building Materials, Glass",AL,"269,050",2010
Celgene Corporation,696,Pharmaceuticals,NJ,"268,990",2010
"HealthSpring, Inc.",697,Health Care: Insurance and Managed Care,TN,"266,600",2010
Nicor Inc.,698,Utilities: Gas and Electric,IL,"265,210",2010
"Bucyrus International, Inc.",699,Construction and Farm Machinery,WI,"265,180",2010
"Magellan Health Services, Inc.",700,Health Care: Medical Facilities,CT,"264,180",2010
"Sally Beauty Holdings, Inc.",701,Specialty Retailers,TX,"263,660",2010
Cabela's Incorporated,702,Specialty Retailers,NE,"263,220",2010
Saks Incorporated,703,General Merchandisers,NY,"263,150",2010
"Worthington Industries, Inc.",704,Metals,OH,"263,130",2010
"Skywest, Inc.",705,Airlines,UT,"261,360",2010
"CME Group, Inc.",706,Securities,IL,"261,280",2010
"CF Industries Holdings, Inc.",707,Chemicals,IL,"260,840",2010
"Raymond James Financial, Inc.",708,Securities,FL,"260,250",2010
"Flowers Foods, Inc.",709,Food Consumer Products,GA,"260,080",2010
Buildings Materials Corporation of America,710,"Building Materials, Glass",NJ,"260,000",2010
"Spartan Stores, Inc.",711,Wholesalers: Food and Grocery,MI,"259,900",2010
Regis Corporation,712,Specialty Retailers,MN,"259,320",2010
New Jersey Resources Corporation,713,Energy,NJ,"259,250",2010
Dynegy Inc.,714,Energy,TX,"258,400",2010
"NBTY, Inc.",715,Pharmaceuticals,NY,"258,200",2010
Molex Incorporated,716,"Electronics, Electrical Equip.",IL,"258,180",2010
"Arch Coal, Inc.",717,"Mining, Crude-Oil Production",MO,"257,610",2010
"Trinity Industries, Inc.",718,Transportation Equipment,TX,"257,520",2010
Universal Corporation,719,Tobacco,VA,"255,470",2010
Chemtura Corporation,720,Chemicals,CT,"254,100",2010
"Burger King Holdings, Inc.",721,Food Services,FL,"253,740",2010
"C.R. Bard, Inc.",722,Medical Products and Equipment,NJ,"253,490",2010
"Church & Dwight Co., Inc.",723,Household and Personal Products,NJ,"252,090",2010
"Weis Markets, Inc.",724,Food and Drug Stores,PA,"251,620",2010
SuperMedia,725,"Publishing, Printing",TX,"251,200",2010
"Biomet, Inc.",726,Medical Products and Equipment,IN,"250,410",2010
"Alpha Natural Resources, Inc.",727,"Mining, Crude-Oil Production",VA,"249,900",2010
"Team Health Holdings, Inc.",728,Health Care: Pharmacy and Other Services,TN,"248,330",2010
Brown-Forman Corporation,729,Beverages,KY,"248,100",2010
Jones Lang LaSalle Inc.,730,Real estate,IL,"248,070",2010
"Jefferies Group, Inc.",731,Securities,NY,"247,270",2010
SIRIUS XM Radio Inc.,732,Entertainment,NY,"247,260",2010
The New York Times Company,733,"Publishing, Printing",NY,"244,550",2010
"American Water Works Company, Inc.",734,zMiscellaneous,NJ,"244,070",2010
TD Ameritrade Holding Corporation,735,Securities,NE,"242,310",2010
Snap-on Incorporated,736,Industrial Machinery,WI,"242,080",2010
Carlisle Companies Incorporated,737,"Building Materials, Glass",NC,"239,950",2010
The Reader's Digest Association,738,"Publishing, Printing",NY,"239,920",2010
Phillips-Van Heusen Corporation,739,Apparel,NY,"239,870",2010
"AMC Entertainment, Inc.",740,Entertainment,MO,"239,400",2010
"Leap Wireless International, Inc.",741,Telecommunications,CA,"238,320",2010
West Corporation,742,Diversified Outsourcing Services,NE,"237,570",2010
"HCC Insurance Holdings, Inc.",743,Insurance: Property and Casualty (Stock),TX,"237,390",2010
"Lender Processing Services, Inc.",744,Financial Data Services,FL,"237,080",2010
"Penn National Gaming, Inc.",745,"Hotels, Casinos, Resorts",PA,"236,930",2010
"Cracker Barrel Old Country Store, Inc.",746,Food Services,TN,"236,730",2010
Iasis Healthcare LLC,747,Health Care: Medical Facilities,TN,"236,290",2010
"United Rentals, Inc.",748,zMiscellaneous,CT,"235,800",2010
Hubbell Incorporated,749,"Electronics, Electrical Equip.",CT,"235,560",2010
Cliffs Natural Resources Inc.,750,"Mining, Crude-Oil Production",OH,"234,200",2010
"AirTran Holdings, Inc.",751,Airlines,FL,"234,140",2010
priceline.com Incorporated,752,Internet Services and Retailing,CT,"233,820",2010
Pall Corporation,753,Industrial Machinery,NY,"232,920",2010
"NACCO Industries, Inc.",754,Construction and Farm Machinery,OH,"232,840",2010
International Flavors & Fragrances Inc.,755,Chemicals,NY,"232,620",2010
Westlake Chemical Corporation,756,Chemicals,TX,"232,570",2010
"AGL Resources, Inc.",757,Utilities: Gas and Electric,GA,"231,700",2010
"Noble Energy, Inc.",758,"Mining, Crude-Oil Production",TX,"231,300",2010
"Hawaiian Electric Industries, Inc.",759,Utilities: Gas and Electric,HI,"230,960",2010
Mirant Corporation,760,Energy,GA,"230,900",2010
Newegg Inc.,761,Specialty Retailers,CA,"228,980",2010
Dresser-Rand Group Inc.,762,Industrial Machinery,TX,"228,960",2010
Graham Packaging Company Inc.,763,"Packaging, Containers",PA,"228,770",2010
"Tetra Tech, Inc.",764,"Engineering, Construction",CA,"228,750",2010
Medical Mutual of Ohio,765,Health Care: Insurance and Managed Care,OH,"228,340",2010
"Spectrum Brands, Inc.",766,Household and Personal Products,GA,"226,180",2010
"Alliance One International, Inc.",767,Tobacco,NC,"225,820",2010
"Valassis Communications, Inc.",768,"Publishing, Printing",MI,"224,420",2010
Cabot Corporation,769,Chemicals,MA,"224,300",2010
"Brown Shoe Company, Inc.",770,Specialty Retailers,MO,"224,200",2010
Select Medical Holdings Corporation,771,Health Care: Medical Facilities,PA,"223,990",2010
,772,Specialty Retailers,NY,"223,010",2010
First Horizon National Corporation,773,Commercial Banks,TN,"222,650",2010
"Varian Medical Systems, Inc.",774,Medical Products and Equipment,CA,"222,390",2010
LSI Corporation,775,Semiconductors and Other Electronic Components,CA,"221,920",2010
"DST Systems, Inc.",776,Financial Data Services,MO,"221,790",2010
Sentry Insurance Group,777,Insurance: Property and Casualty (Mutual),WI,"220,980",2010
Dex One Corporation,778,"Publishing, Printing",NC,"220,240",2010
Crane Co.,779,Industrial Machinery,CT,"219,630",2010
"Vought Aircraft Industries, Inc.",780,Aerospace and Defense,TX,"219,400",2010
"Cephalon, Inc.",781,Pharmaceuticals,PA,"219,230",2010
IMS Health Incorporated,782,Health Care: Pharmacy and Other Services,CT,"218,970",2010
"Amkor Technology, Inc.",783,Semiconductors and Other Electronic Components,AZ,"217,910",2010
Southern Union Company,784,Utilities: Gas and Electric,TX,"217,900",2010
"American Tire Distributors Holdings, Inc.",785,Wholesalers: Diversified,NC,"217,180",2010
United Refining Company,786,Petroleum Refining,PA,"217,150",2010
Dentsply International Inc.,787,Medical Products and Equipment,PA,"215,990",2010
"Broadridge Financial Solutions, Inc.",788,Financial Data Services,NY,"215,490",2010
Sigma-Aldrich Corporation,789,Chemicals,MO,"214,760",2010
Packaging Corporation of America,790,"Packaging, Containers",IL,"214,760",2010
Southwestern Energy Company,791,"Mining, Crude-Oil Production",TX,"214,580",2010
"Guess, Inc.",792,Apparel,CA,"212,850",2010
Tupperware Brands Corporation,793,Household and Personal Products,FL,"212,750",2010
Frontier Communications Corporation,794,Telecommunications,CT,"211,790",2010
International Game Technology,795,Industrial Machinery,NV,"211,400",2010
"Oil States International, Inc.",796,"Oil and Gas Equipment, Services",TX,"210,830",2010
"AMETEK, Inc.",797,"Scientific,Photographic and Control Equipment",PA,"209,840",2010
Perrigo Company,798,Pharmaceuticals,MI,"209,630",2010
Briggs & Stratton Corporation,799,Industrial Machinery,WI,"209,220",2010
"Benchmark Electronics, Inc.",800,Semiconductors and Other Electronic Components,TX,"208,930",2010
Vectren Corporation,801,Utilities: Gas and Electric,IN,"208,890",2010
"Momentive Performance Materials, Inc.",802,Chemicals,NY,"208,350",2010
Paychex Inc.,803,Diversified Outsourcing Services,NY,"208,280",2010
AmeriCredit Corp.,804,Diversified Financials,TX,"208,240",2010
Kennametal Inc.,805,Industrial Machinery,PA,"208,050",2010
LKQ Corporation,806,Motor Vehicles and Parts,IL,"207,190",2010
"Ferrellgas Partners, L.P.",807,Energy,KS,"206,950",2010
Markel Corporation,808,Insurance: Property and Casualty (Stock),VA,"206,930",2010
"First Solar, Inc.",809,Energy,AZ,"206,620",2010
"Charming Shoppes, Inc.",810,Specialty Retailers,PA,"206,460",2010
PolyOne Corporation,811,Chemicals,OH,"206,070",2010
National Fuel Gas Company,812,Utilities: Gas and Electric,NY,"205,790",2010
Service Corporation International,813,zMiscellaneous,TX,"205,350",2010
"Roper Industries, Inc.",814,"Scientific,Photographic and Control Equipment",FL,"204,970",2010
Patriot Coal Corporation,815,"Mining, Crude-Oil Production",MO,"204,530",2010
"Vishay Intertechnology, Inc.",816,Semiconductors and Other Electronic Components,PA,"204,200",2010
"The Phoenix Companies, Inc.",817,"Insurance: Life, Health (stock)",CT,"203,980",2010
Solutia Inc.,818,Chemicals,MO,"203,700",2010
USEC Inc.,819,Energy,MD,"203,680",2010
Affinia Group Intermediate Holdings Inc.,820,Motor Vehicles and Parts,MI,"203,400",2010
"Analog Devices, Inc.",821,Semiconductors and Other Electronic Components,MA,"202,520",2010
Brookdale Senior Living Inc.,822,Health Care: Medical Facilities,TN,"202,310",2010
"The Warnaco Group, Inc.",823,Apparel,NY,"202,270",2010
"Inverness Medical Innovations, Inc.",824,Medical Products and Equipment,MA,"202,220",2010
ManTech International Corporation,825,Information Technology Services,VA,"202,030",2010
Equity Residential,826,Real estate,IL,"201,650",2010
Education Management Corporation,827,Education,PA,"201,150",2010
"Landstar System, Inc.",828,"Trucking, Truck Leasing",FL,"200,880",2010
Albemarle Corporation,829,Chemicals,LA,"200,540",2010
"Watsco, Inc.",830,Wholesalers: Diversified,FL,"200,180",2010
Teleflex Incorporated,831,Medical Products and Equipment,PA,"200,120",2010
